,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
304,25.0,"news, article, source, late, news_services, read, topic, aggregation, news_service, aggregator",,
305,85.0,"listing, search, craigslist, category, comprehensive, property, narrow, collection, provide, flag",,
306,170.0,"job, search, company, search_engine, manager, posting, interview, board, hire, finder",,
307,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
308,70.0,"stock, bitcoin, currency, price, market, financial, trade, order, exchange, sell",,
309,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
310,137.0,"task, office, import, list, management, complete, export, work, manage, spreadsheet",,
311,109.0,"guide, travel, mapping, tour, virtual, visit, activity, thousand, boat, operator",,
312,52.0,"email, contact, send, mail, gmail, calendar, outlook, attachment, mailchimp, address",,
313,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
314,23.0,"language, translation, learn, translate, bing, speak, original, detect, translator, native",,
315,152.0,"travel, hotel, booking, holiday, reservation, attraction, room, accommodation, worldwide, destination",,
316,42.0,"home, property, rental, sale, neighborhood, mapping, apartment, real_estate, housing, rent",,
317,186.0,"list, join, retrieve, table, ready, wait, username, extra, compile, patron",,
318,96.0,"social, profile, follow, people, person, badge, avatar, achievement, social_networke, pinterest",,
319,23.0,"language, translation, learn, translate, bing, speak, original, detect, translator, native",,
320,151.0,"report, system, track, datum, submit, expense, manage, capture, directly, individual",,
321,172.0,"file, storage, cloud, upload, store, download, share, file_share, document, folder",,
322,40.0,"friend, social, share, family, gift, social_network, stay, encourage, birthday, setup",,
323,80.0,"aim, online, develop, bring, create, user, unique, relevant, topic, spatial",,
324,163.0,"traffic, report, base, highlight, transportation, earthquake, issue, incident, road, highway",,
325,193.0,"product, ecommerce, review, merchant, brand, catalog, million, price, retailer, shopping",,
326,24.0,"photo, flickr, image, upload, describe, launch, interestingness, interesting, exploration, paragraph",,
327,164.0,"datum, data, source, database, open, dataset, accessible, basic, clean, rescuetime",,
328,19.0,"recommendation, similar, find, discover, beer, recommend, power, love, enjoy, personalized",,
329,130.0,"auto, classified, sale, ecommerce, car, vehicle, auction, insurance, gear, classified_ad",,
330,48.0,"twitter, tweet, twitt, blogging, blogge, follower, timeline, hashtag, retweet, twitpic",,
331,104.0,"system, tool, include, provide, active, extend, direct, measure, serve, read",,
332,107.0,"weather, current, forecast, condition, detailed, prediction, predict, wind, weather_forecast, storm",,
333,103.0,"twitter, social, facebook, realtime, humor, blogge, apis, chatter, latest, interface",,
334,176.0,"web, service, server, control, resource, host, set, space, manipulate, deploy",,
335,130.0,"auto, classified, sale, ecommerce, car, vehicle, auction, insurance, gear, classified_ad",,
336,192.0,"ecommerce, item, shop, online, shopping, seller, buyer, feedback, etsy, regular",,
337,109.0,"guide, travel, mapping, tour, virtual, visit, activity, thousand, boat, operator",,
338,177.0,"restaurant, food, bar, order, venue, review, pub, menu, recipe, nearby",,
339,130.0,"auto, classified, sale, ecommerce, car, vehicle, auction, insurance, gear, classified_ad",,
340,55.0,"trend, top, popular, move, daily, hot, late, news_storie, mash, day",,
341,170.0,"job, search, company, search_engine, manager, posting, interview, board, hire, finder",,
342,59.0,"track, show, info, mashup, popular, download, lover, free, stream, review",,
343,134.0,"world, country, mapping, real, large, telephone, national, common, virtual, require",,
344,120.0,"photo, picture, instagram, post, pick, shot, tonight, interested, photoset, printable",,
345,60.0,"game, play, player, guess, score, winner, puzzle, challenge, strategy, genre",,
346,176.0,"web, service, server, control, resource, host, set, space, manipulate, deploy",,
347,156.0,"widget, gadget, display, slideshow, desktop, homepage, embed, presentation, imageloop, google_gadget",,
348,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
349,90.0,"video, stream, tv, audio, channel, play, medium, live, streaming, player",,
350,150.0,"mobile, phone, telephony, android, cell_phone, friendly, mobile_phone, anytime, smartphone, carrier",,
351,107.0,"weather, current, forecast, condition, detailed, prediction, predict, wind, weather_forecast, storm",,
352,117.0,"area, line, emergency, status, conversation, mashup, cover, current, field, fire",,
353,25.0,"news, article, source, late, news_services, read, topic, aggregation, news_service, aggregator",,
354,9.0,"movie, celebrity, tv, watch, favorite, trailer, film, actor, celebritie, title",,
355,107.0,"weather, current, forecast, condition, detailed, prediction, predict, wind, weather_forecast, storm",,
356,190.0,"messaging, email, late, back, keyword, mobile_messaging, follow, mobile, obtain, change",,
357,134.0,"world, country, mapping, real, large, telephone, national, common, virtual, require",,
358,74.0,"deal, offer, ecommerce, coupon, discount, special, buy, localization, aggregate, shopping",,
359,94.0,"city, mapping, mashup, town, scene, find, test, tribe, awareness, interact",,
360,163.0,"traffic, report, base, highlight, transportation, earthquake, issue, incident, road, highway",,
361,149.0,"find, area, stuff, store, golf, great, club, finder, ideal, thing",,
362,154.0,"music, lyric, song, play, playlist, artist, listen, spotify, rhapsody, rdio",,
363,196.0,"analytic, tool, analysis, analyze, dashboard, perform, influence, tracker, report, engage",,
364,42.0,"home, property, rental, sale, neighborhood, mapping, apartment, real_estate, housing, rent",,
365,29.0,"application, web, develop, enable, lets_user, perform, operation, write, component, interactive",,
366,22.0,"event, ticket, concert, calendar, venue, eventful, entertainment, live, purchase, seatwave",,
367,165.0,"find, compare, good, comparison, side, quick, valuable, win, conduct, proprietary",,
368,29.0,"application, web, develop, enable, lets_user, perform, operation, write, component, interactive",,
369,28.0,"education, school, student, college, class, age, parent, family, campus, child",,
370,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
371,152.0,"travel, hotel, booking, holiday, reservation, attraction, room, accommodation, worldwide, destination",,
372,17.0,"visualization, chart, graph, visualize, interactive, represent, timeline, visually, bubble, scatter",,
373,120.0,"photo, picture, instagram, post, pick, shot, tonight, interested, photoset, printable",,
374,12.0,"blog, blogge, blogging, forum, wordpress, spam, blogger, plugin, reader, discussion",,
375,32.0,"page, site, visit, japanese, script, html, main, website, base, external",,
376,187.0,"video, youtube, revver, motion, bring, break, directly, truveo, enhance, hassle",,
377,187.0,"video, youtube, revver, motion, bring, break, directly, truveo, enhance, hassle",,
378,30.0,"address, location, include, geocode, region, coordinate, street, district, canadian, enter",,
379,154.0,"music, lyric, song, play, playlist, artist, listen, spotify, rhapsody, rdio",,
380,43.0,"history, year, collection, reference, trivia, historical, photograph, change, explore, geographically",,
381,24.0,"photo, flickr, image, upload, describe, launch, interestingness, interesting, exploration, paragraph",,
382,193.0,"product, ecommerce, review, merchant, brand, catalog, million, price, retailer, shopping",,
383,143.0,"advertising, marketing, campaign, ad, target, affiliate, generate, referral, earn, manage",,
384,163.0,"traffic, report, base, highlight, transportation, earthquake, issue, incident, road, highway",,
385,94.0,"city, mapping, mashup, town, scene, find, test, tribe, awareness, interact",,
386,83.0,"text, semantic, content, sentiment, identify, subject, extraction, extract, keyword, processing",,
387,28.0,"education, school, student, college, class, age, parent, family, campus, child",,
388,185.0,"software, management, manage, integration, lead, professional, industry, include, deliver, solution",,
389,33.0,"image, photo, thumbnail, preview, size, tile, collage, screenshot, upload, archive",,
390,168.0,"keyword, tool, seo, thousand, relevant, hundred, marketing, analyze, make, optimize",,
391,31.0,"point, interest, end, start, place, earth, simple, element, reach, advantage",,
392,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
393,15.0,"humor, random, quote, social, character, entertainment, cool, wall, sound, funny",,
394,9.0,"movie, celebrity, tv, watch, favorite, trailer, film, actor, celebritie, title",,
395,99.0,"find, mashup, computer, pet, animal, lose, step, simply, wedding, supply",,
396,83.0,"text, semantic, content, sentiment, identify, subject, extraction, extract, keyword, processing",,
397,0.0,"live, mapping, show, screen, webcam, future, race, big, cam, net",,
398,93.0,"number, website, large, directory, api, base, flash, addition, category, mix",,
399,91.0,"shipping, service, package, mail, ship, delivery, order, internet, rate, tracking",,
400,165.0,"find, compare, good, comparison, side, quick, valuable, win, conduct, proprietary",,
401,157.0,"search, result, category, refine, ultimate, synchronise, usual, gettext, weblog, heart",,
402,43.0,"history, year, collection, reference, trivia, historical, photograph, change, explore, geographically",,
403,192.0,"ecommerce, item, shop, online, shopping, seller, buyer, feedback, etsy, regular",,
404,186.0,"list, join, retrieve, table, ready, wait, username, extra, compile, patron",,
405,111.0,"mapping, plot, google_map, position, path, earth, satellite, title, social_networking, pie",,
406,190.0,"messaging, email, late, back, keyword, mobile_messaging, follow, mobile, obtain, change",,
407,13.0,"service, provide, personal, handle, contact, maintain, comprehensive, quickly, proof, minimal",,
408,38.0,"station, flight, travel, information, airport, status, delay, airline, international, travel_air",,
409,61.0,"video, watch, related, watch_videos, generate, videosurf, find, dance, full, funny",,
410,162.0,"travel, plan, trip, destination, tourism, traveler, planning, itinerary, greek, experience",,
411,83.0,"text, semantic, content, sentiment, identify, subject, extraction, extract, keyword, processing",,
412,177.0,"restaurant, food, bar, order, venue, review, pub, menu, recipe, nearby",,
413,187.0,"video, youtube, revver, motion, bring, break, directly, truveo, enhance, hassle",,
414,170.0,"job, search, company, search_engine, manager, posting, interview, board, hire, finder",,
415,15.0,"humor, random, quote, social, character, entertainment, cool, wall, sound, funny",,
416,184.0,"transportation, route, bus, time, stop, estimate, schedule, transit, train, arrival",,
417,182.0,"environment, cost, energy, home, solar, impact, sustainability, reduce, level, environmental",,
418,37.0,"call, telephony, voice, phone, record, message, pin, dial, audio, recording",,
419,162.0,"travel, plan, trip, destination, tourism, traveler, planning, itinerary, greek, experience",,
420,150.0,"mobile, phone, telephony, android, cell_phone, friendly, mobile_phone, anytime, smartphone, carrier",,
421,131.0,"project, collaboration, report, charity, tool, crowdsource, classroom, simple, donate, basecamp",,
422,16.0,"book, library, cover, title, ebook, read, author, catalog, publish, isbn",,
423,161.0,"statistic, datum, information, demographic, reference, stat, detailed, population, average, county",,
424,139.0,"access, developer, provide, application, key, require, documentation, change, registration, core",,
425,185.0,"software, management, manage, integration, lead, professional, industry, include, deliver, solution",,
426,16.0,"book, library, cover, title, ebook, read, author, catalog, publish, isbn",,
427,66.0,"find, quickly, easily, close, lot, cheap, easy_way, day, extremely, intelligent",,
428,90.0,"video, stream, tv, audio, channel, play, medium, live, streaming, player",,
429,9.0,"movie, celebrity, tv, watch, favorite, trailer, film, actor, celebritie, title",,
430,130.0,"auto, classified, sale, ecommerce, car, vehicle, auction, insurance, gear, classified_ad",,
431,137.0,"task, office, import, list, management, complete, export, work, manage, spreadsheet",,
